Jakość jedzenia,Jakość obsługi,Wysokość napiwku [%]
6.25,0.0,4.375
6.25,0.25,4.55
6.25,0.5,4.725
6.25,0.75,4.9
6.25,1.0,5.075
6.25,1.25,5.25
6.25,1.5,5.425
6.25,1.75,5.6
6.25,2.0,5.775
6.25,2.25,5.95
6.25,2.5,6.125
6.25,2.75,6.3
6.25,3.0,6.475
6.25,3.25,6.792500000000001
6.25,3.5,7.1175
6.25,3.75,7.45
6.25,4.0,7.790000000000001
6.25,4.25,8.1375
6.25,4.5,8.492500000000001
6.25,4.75,8.855
6.25,5.0,9.225
6.25,5.25,9.43
6.25,5.5,9.634999999999998
6.25,5.75,9.839999999999998
6.25,6.0,10.044999999999998
6.25,6.25,11.15
6.25,6.5,11.985000000000001
6.25,6.75,12.665714285714285
6.25,7.0,13.25
6.25,7.25,13.5
6.25,7.5,13.75
6.25,7.75,14.0
6.25,8.0,14.25
6.25,8.25,14.5
6.25,8.5,14.75
6.25,8.75,15.0
6.25,9.0,15.25
6.25,9.25,15.5
6.25,9.5,15.75
6.25,9.75,16.0
6.25,10.0,16.25
6.5,0.0,4.55
6.5,0.25,4.725
6.5,0.5,4.8999999999999995
6.5,0.75,5.074999999999999
6.5,1.0,5.25
6.5,1.25,5.425
6.5,1.5,5.599999999999999
6.5,1.75,5.7749999999999995
6.5,2.0,5.949999999999999
6.5,2.25,6.125
6.5,2.5,6.3
6.5,2.75,6.474999999999999
6.5,3.0,6.6499999999999995
6.5,3.25,7.068749999999999
6.5,3.5,7.5
6.5,3.75,7.9437500000000005
6.5,4.0,8.4
6.5,4.25,8.86875
6.5,4.5,9.35
6.5,4.75,9.84375
6.5,5.0,10.35
6.5,5.25,10.575
6.5,5.5,10.799999999999999
6.5,5.75,11.025
6.5,6.0,11.25
6.5,6.25,11.985000000000001
6.5,6.5,12.566666666666666
6.5,6.75,13.060714285714285
6.5,7.0,13.5
6.5,7.25,13.75
6.5,7.5,14.0
6.5,7.75,14.25
6.5,8.0,14.5
6.5,8.25,14.75
6.5,8.5,15.0
6.5,8.75,15.25
6.5,9.0,15.5
6.5,9.25,15.75
6.5,9.5,16.0
6.5,9.75,16.25
6.5,10.0,16.5
6.75,0.0,4.725
6.75,0.25,4.8999999999999995
6.75,0.5,5.074999999999998
6.75,0.75,5.25
6.75,1.0,5.424999999999999
6.75,1.25,5.6
6.75,1.5,5.7749999999999995
6.75,1.75,5.949999999999998
6.75,2.0,6.125
6.75,2.25,6.299999999999999
6.75,2.5,6.475
6.75,2.75,6.6499999999999995
6.75,3.0,6.824999999999998
6.75,3.25,7.321428571428571
6.75,3.5,7.8339285714285705
6.75,3.75,8.3625
6.75,4.0,8.907142857142857
6.75,4.25,9.467857142857143
6.75,4.5,10.044642857142858
6.75,4.75,10.637500000000001
6.75,5.0,11.24642857142857
6.75,5.25,11.485714285714284
6.75,5.5,11.725
6.75,5.75,11.964285714285714
6.75,6.0,12.203571428571427
6.75,6.25,12.665714285714285
6.75,6.5,13.060714285714285
6.75,6.75,13.41734693877551
6.75,7.0,13.75
6.75,7.25,14.0
6.75,7.5,14.25
6.75,7.75,14.5
6.75,8.0,14.75
6.75,8.25,15.0
6.75,8.5,15.25
6.75,8.75,15.5
6.75,9.0,15.75
6.75,9.25,16.0
6.75,9.5,16.25
6.75,9.75,16.5
6.75,10.0,16.75
7.0,0.0,4.8999999999999995
7.0,0.25,5.074999999999999
7.0,0.5,5.249999999999999
7.0,0.75,5.424999999999999
7.0,1.0,5.6
7.0,1.25,5.7749999999999995
7.0,1.5,5.949999999999999
7.0,1.75,6.124999999999999
7.0,2.0,6.299999999999999
7.0,2.25,6.475
7.0,2.5,6.6499999999999995
7.0,2.75,6.824999999999999
7.0,3.0,6.999999999999999
7.0,3.25,7.559374999999999
7.0,3.5,8.1375
7.0,3.75,8.734375
7.0,4.0,9.35
7.0,4.25,9.984375
7.0,4.5,10.6375
7.0,4.75,11.309375
7.0,5.0,12.0
7.0,5.25,12.25
7.0,5.5,12.5
7.0,5.75,12.75
7.0,6.0,13.0
7.0,6.25,13.25
7.0,6.5,13.5
7.0,6.75,13.75
7.0,7.0,14.0
7.0,7.25,14.25
7.0,7.5,14.5
7.0,7.75,14.75
7.0,8.0,15.0
7.0,8.25,15.25
7.0,8.5,15.5
7.0,8.75,15.75
7.0,9.0,16.0
7.0,9.25,16.25
7.0,9.5,16.5
7.0,9.75,16.75
7.0,10.0,17.0
7.25,0.0,5.074999999999999
7.25,0.25,5.249999999999999
7.25,0.5,5.424999999999999
7.25,0.75,5.6
7.25,1.0,5.7749999999999995
7.25,1.25,5.949999999999999
7.25,1.5,6.124999999999999
7.25,1.75,6.299999999999999
7.25,2.0,6.475
7.25,2.25,6.6499999999999995
7.25,2.5,6.824999999999999
7.25,2.75,6.999999999999999
7.25,3.0,7.174999999999999
7.25,3.25,7.7437499999999995
7.25,3.5,8.331249999999999
7.25,3.75,8.9375
7.25,4.0,9.5625
7.25,4.25,10.20625
7.25,4.5,10.86875
7.25,4.75,11.55
7.25,5.0,12.25
7.25,5.25,12.5
7.25,5.5,12.75
7.25,5.75,13.0
7.25,6.0,13.25
7.25,6.25,13.5
7.25,6.5,13.75
7.25,6.75,14.0
7.25,7.0,14.25
7.25,7.25,14.5
7.25,7.5,14.75
7.25,7.75,15.0
7.25,8.0,15.25
7.25,8.25,15.5
7.25,8.5,15.75
7.25,8.75,16.0
7.25,9.0,16.25
7.25,9.25,16.5
7.25,9.5,16.75
7.25,9.75,17.0
7.25,10.0,17.25
7.5,0.0,5.25
7.5,0.25,5.425
7.5,0.5,5.6
7.5,0.75,5.775
7.5,1.0,5.95
7.5,1.25,6.125
7.5,1.5,6.3
7.5,1.75,6.475
7.5,2.0,6.65
7.5,2.25,6.825
7.5,2.5,7.0
7.5,2.75,7.175
7.5,3.0,7.35
7.5,3.25,7.9281250000000005
7.5,3.5,8.524999999999999
7.5,3.75,9.140625
7.5,4.0,9.775
7.5,4.25,10.428125
7.5,4.5,11.1
7.5,4.75,11.790625
7.5,5.0,12.5
7.5,5.25,12.75
7.5,5.5,13.0
7.5,5.75,13.25
7.5,6.0,13.5
7.5,6.25,13.75
7.5,6.5,14.0
7.5,6.75,14.25
7.5,7.0,14.5
7.5,7.25,14.75
7.5,7.5,15.0
7.5,7.75,15.25
7.5,8.0,15.5
7.5,8.25,15.75
7.5,8.5,16.0
7.5,8.75,16.25
7.5,9.0,16.5
7.5,9.25,16.75
7.5,9.5,17.0
7.5,9.75,17.25
7.5,10.0,17.5
7.75,0.0,5.425
7.75,0.25,5.6
7.75,0.5,5.7749999999999995
7.75,0.75,5.949999999999999
7.75,1.0,6.125
7.75,1.25,6.3
7.75,1.5,6.475
7.75,1.75,6.6499999999999995
7.75,2.0,6.824999999999999
7.75,2.25,7.0
7.75,2.5,7.175
7.75,2.75,7.35
7.75,3.0,7.5249999999999995
7.75,3.25,8.112499999999999
7.75,3.5,8.71875
7.75,3.75,9.34375
7.75,4.0,9.9875
7.75,4.25,10.649999999999999
7.75,4.5,11.33125
7.75,4.75,12.03125
7.75,5.0,12.75
7.75,5.25,13.0
7.75,5.5,13.25
7.75,5.75,13.5
7.75,6.0,13.75
7.75,6.25,14.0
7.75,6.5,14.25
7.75,6.75,14.5
7.75,7.0,14.75
7.75,7.25,15.0
7.75,7.5,15.25
7.75,7.75,15.5
7.75,8.0,15.75
7.75,8.25,16.0
7.75,8.5,16.25
7.75,8.75,16.5
7.75,9.0,16.75
7.75,9.25,17.0
7.75,9.5,17.25
7.75,9.75,17.5
7.75,10.0,17.75
8.0,0.0,5.6
8.0,0.25,5.7749999999999995
8.0,0.5,5.949999999999999
8.0,0.75,6.125
8.0,1.0,6.3
8.0,1.25,6.475
8.0,1.5,6.6499999999999995
8.0,1.75,6.824999999999999
8.0,2.0,7.0
8.0,2.25,7.175
8.0,2.5,7.35
8.0,2.75,7.5249999999999995
8.0,3.0,7.699999999999999
8.0,3.25,8.296875
8.0,3.5,8.9125
8.0,3.75,9.546875
8.0,4.0,10.2
8.0,4.25,10.871875
8.0,4.5,11.5625
8.0,4.75,12.271875
8.0,5.0,13.0
8.0,5.25,13.25
8.0,5.5,13.5
8.0,5.75,13.75
8.0,6.0,14.0
8.0,6.25,14.25
8.0,6.5,14.5
8.0,6.75,14.75
8.0,7.0,15.0
8.0,7.25,15.25
8.0,7.5,15.5
8.0,7.75,15.75
8.0,8.0,16.0
8.0,8.25,16.25
8.0,8.5,16.5
8.0,8.75,16.75
8.0,9.0,17.0
8.0,9.25,17.25
8.0,9.5,17.5
8.0,9.75,17.75
8.0,10.0,18.0
8.25,0.0,5.7749999999999995
8.25,0.25,5.949999999999999
8.25,0.5,6.124999999999999
8.25,0.75,6.299999999999999
8.25,1.0,6.475
8.25,1.25,6.6499999999999995
8.25,1.5,6.824999999999999
8.25,1.75,6.999999999999999
8.25,2.0,7.174999999999999
8.25,2.25,7.35
8.25,2.5,7.5249999999999995
8.25,2.75,7.699999999999999
8.25,3.0,7.874999999999999
8.25,3.25,8.48125
8.25,3.5,9.10625
8.25,3.75,9.75
8.25,4.0,10.4125
8.25,4.25,11.09375
8.25,4.5,11.79375
8.25,4.75,12.5125
8.25,5.0,13.25
8.25,5.25,13.5
8.25,5.5,13.75
8.25,5.75,14.0
8.25,6.0,14.25
8.25,6.25,14.5
8.25,6.5,14.75
8.25,6.75,15.0
8.25,7.0,15.25
8.25,7.25,15.5
8.25,7.5,15.75
8.25,7.75,16.0
8.25,8.0,16.25
8.25,8.25,16.5
8.25,8.5,16.75
8.25,8.75,17.0
8.25,9.0,17.25
8.25,9.25,17.5
8.25,9.5,17.75
8.25,9.75,18.0
8.25,10.0,18.25
8.5,0.0,5.949999999999999
8.5,0.25,6.124999999999999
8.5,0.5,6.299999999999999
8.5,0.75,6.475
8.5,1.0,6.6499999999999995
8.5,1.25,6.824999999999999
8.5,1.5,6.999999999999999
8.5,1.75,7.174999999999999
8.5,2.0,7.35
8.5,2.25,7.5249999999999995
8.5,2.5,7.699999999999999
8.5,2.75,7.874999999999999
8.5,3.0,8.049999999999999
8.5,3.25,8.665624999999999
8.5,3.5,9.299999999999999
8.5,3.75,9.953125
8.5,4.0,10.625
8.5,4.25,11.315625
8.5,4.5,12.025
8.5,4.75,12.753125
8.5,5.0,13.5
8.5,5.25,13.75
8.5,5.5,14.0
8.5,5.75,14.25
8.5,6.0,14.5
8.5,6.25,14.75
8.5,6.5,15.0
8.5,6.75,15.25
8.5,7.0,15.5
8.5,7.25,15.75
8.5,7.5,16.0
8.5,7.75,16.25
8.5,8.0,16.5
8.5,8.25,16.75
8.5,8.5,17.0
8.5,8.75,17.25
8.5,9.0,17.5
8.5,9.25,17.75
8.5,9.5,18.0
8.5,9.75,18.25
8.5,10.0,18.5
8.75,0.0,6.125
8.75,0.25,6.3
8.75,0.5,6.475
8.75,0.75,6.65
8.75,1.0,6.825
8.75,1.25,7.0
8.75,1.5,7.175
8.75,1.75,7.35
8.75,2.0,7.525
8.75,2.25,7.7
8.75,2.5,7.875
8.75,2.75,8.05
8.75,3.0,8.225
8.75,3.25,8.850000000000001
8.75,3.5,9.493749999999999
8.75,3.75,10.15625
8.75,4.0,10.8375
8.75,4.25,11.5375
8.75,4.5,12.25625
8.75,4.75,12.99375
8.75,5.0,13.75
8.75,5.25,14.0
8.75,5.5,14.25
8.75,5.75,14.5
8.75,6.0,14.75
8.75,6.25,15.0
8.75,6.5,15.25
8.75,6.75,15.5
8.75,7.0,15.75
8.75,7.25,16.0
8.75,7.5,16.25
8.75,7.75,16.5
8.75,8.0,16.75
8.75,8.25,17.0
8.75,8.5,17.25
8.75,8.75,17.5
8.75,9.0,17.75
8.75,9.25,18.0
8.75,9.5,18.25
8.75,9.75,18.5
8.75,10.0,18.75
9.0,0.0,6.3
9.0,0.25,6.475
9.0,0.5,6.6499999999999995
9.0,0.75,6.824999999999999
9.0,1.0,7.0
9.0,1.25,7.175
9.0,1.5,7.35
9.0,1.75,7.5249999999999995
9.0,2.0,7.699999999999999
9.0,2.25,7.875
9.0,2.5,8.05
9.0,2.75,8.225
9.0,3.0,8.399999999999999
9.0,3.25,9.034374999999999
9.0,3.5,9.6875
9.0,3.75,10.359375
9.0,4.0,11.05
9.0,4.25,11.759374999999999
9.0,4.5,12.4875
9.0,4.75,13.234375
9.0,5.0,14.0
9.0,5.25,14.25
9.0,5.5,14.5
9.0,5.75,14.75
9.0,6.0,15.0
9.0,6.25,15.25
9.0,6.5,15.5
9.0,6.75,15.75
9.0,7.0,16.0
9.0,7.25,16.25
9.0,7.5,16.5
9.0,7.75,16.75
9.0,8.0,17.0
9.0,8.25,17.25
9.0,8.5,17.5
9.0,8.75,17.75
9.0,9.0,18.0
9.0,9.25,18.25
9.0,9.5,18.5
9.0,9.75,18.75
9.0,10.0,19.0
9.25,0.0,6.475
9.25,0.25,6.6499999999999995
9.25,0.5,6.824999999999999
9.25,0.75,7.0
9.25,1.0,7.175
9.25,1.25,7.35
9.25,1.5,7.5249999999999995
9.25,1.75,7.699999999999999
9.25,2.0,7.875
9.25,2.25,8.049999999999999
9.25,2.5,8.225
9.25,2.75,8.399999999999999
9.25,3.0,8.575
9.25,3.25,9.21875
9.25,3.5,9.88125
9.25,3.75,10.5625
9.25,4.0,11.2625
9.25,4.25,11.98125
9.25,4.5,12.71875
9.25,4.75,13.475
9.25,5.0,14.25
9.25,5.25,14.5
9.25,5.5,14.75
9.25,5.75,15.0
9.25,6.0,15.25
9.25,6.25,15.5
9.25,6.5,15.75
9.25,6.75,16.0
9.25,7.0,16.25
9.25,7.25,16.5
9.25,7.5,16.75
9.25,7.75,17.0
9.25,8.0,17.25
9.25,8.25,17.5
9.25,8.5,17.75
9.25,8.75,18.0
9.25,9.0,18.25
9.25,9.25,18.5
9.25,9.5,18.75
9.25,9.75,19.0
9.25,10.0,19.25
9.5,0.0,6.6499999999999995
9.5,0.25,6.824999999999999
9.5,0.5,6.999999999999999
9.5,0.75,7.174999999999999
9.5,1.0,7.35
9.5,1.25,7.5249999999999995
9.5,1.5,7.699999999999999
9.5,1.75,7.874999999999999
9.5,2.0,8.049999999999999
9.5,2.25,8.225
9.5,2.5,8.399999999999999
9.5,2.75,8.575
9.5,3.0,8.75
9.5,3.25,9.403125
9.5,3.5,10.075
9.5,3.75,10.765625
9.5,4.0,11.475
9.5,4.25,12.203125
9.5,4.5,12.95
9.5,4.75,13.715625
9.5,5.0,14.5
9.5,5.25,14.75
9.5,5.5,15.0
9.5,5.75,15.25
9.5,6.0,15.5
9.5,6.25,15.75
9.5,6.5,16.0
9.5,6.75,16.25
9.5,7.0,16.5
9.5,7.25,16.75
9.5,7.5,17.0
9.5,7.75,17.25
9.5,8.0,17.5
9.5,8.25,17.75
9.5,8.5,18.0
9.5,8.75,18.25
9.5,9.0,18.5
9.5,9.25,18.75
9.5,9.5,19.0
9.5,9.75,19.25
9.5,10.0,19.5
9.75,0.0,6.824999999999999
9.75,0.25,6.999999999999999
9.75,0.5,7.174999999999999
9.75,0.75,7.35
9.75,1.0,7.5249999999999995
9.75,1.25,7.699999999999999
9.75,1.5,7.874999999999999
9.75,1.75,8.049999999999999
9.75,2.0,8.225
9.75,2.25,8.399999999999999
9.75,2.5,8.575
9.75,2.75,8.75
9.75,3.0,8.924999999999999
9.75,3.25,9.587499999999999
9.75,3.5,10.268749999999999
9.75,3.75,10.96875
9.75,4.0,11.6875
9.75,4.25,12.425
9.75,4.5,13.18125
9.75,4.75,13.95625
9.75,5.0,14.75
9.75,5.25,15.0
9.75,5.5,15.25
9.75,5.75,15.5
9.75,6.0,15.75
9.75,6.25,16.0
9.75,6.5,16.25
9.75,6.75,16.5
9.75,7.0,16.75
9.75,7.25,17.0
9.75,7.5,17.25
9.75,7.75,17.5
9.75,8.0,17.75
9.75,8.25,18.0
9.75,8.5,18.25
9.75,8.75,18.5
9.75,9.0,18.75
9.75,9.25,19.0
9.75,9.5,19.25
9.75,9.75,19.5
9.75,10.0,19.75
10.0,0.0,7.0
10.0,0.25,7.175
10.0,0.5,7.35
10.0,0.75,7.525
10.0,1.0,7.7
10.0,1.25,7.875
10.0,1.5,8.05
10.0,1.75,8.225
10.0,2.0,8.4
10.0,2.25,8.575
10.0,2.5,8.75
10.0,2.75,8.925
10.0,3.0,9.1
10.0,3.25,9.771875
10.0,3.5,10.462499999999999
10.0,3.75,11.171875
10.0,4.0,11.9
10.0,4.25,12.646875
10.0,4.5,13.4125
10.0,4.75,14.196875
10.0,5.0,15.0
10.0,5.25,15.25
10.0,5.5,15.5
10.0,5.75,15.75
10.0,6.0,16.0
10.0,6.25,16.25
10.0,6.5,16.5
10.0,6.75,16.75
10.0,7.0,17.0
10.0,7.25,17.25
10.0,7.5,17.5
10.0,7.75,17.75
10.0,8.0,18.0
10.0,8.25,18.25
10.0,8.5,18.5
10.0,8.75,18.75
10.0,9.0,19.0
10.0,9.25,19.25
10.0,9.5,19.5
10.0,9.75,19.75
10.0,10.0,20.0
